,BarkingandDagenham,Barnet,Bexley,Brent,Bromley,Camden,CityofLondon,Croydon,Ealing,Enfield,Greenwich,Hackney,HammersmithandFulham,Haringey,Harrow,Havering,Hillingdon,Hounslow,Islington,KensingtonandChelsea,KingstonuponThames,Lambeth,Lewisham,Merton,Newham,Redbridge,RichmonduponThames,Southwark,Sutton,TowerHamlets,WalthamForest,Wandsworth,Westminster
Aldgate,0.46624155178791604,0.405384704194344,0.4780574583648291,0.4377743735501724,0.44077438842451033,0.2875564185078366,0.10353016366831674,0.3979143664313081,0.49965624935088854,0.37087022148578364,0.3790466929680595,0.20680378133138205,0.37532251369628483,0.2847177175825719,0.5225226681558491,0.5539619999303014,0.6043172619479953,0.5377246734582886,0.21262980809259094,0.3344894804245991,0.49068081059571256,0.2660282259465339,0.29946202904254304,0.3941264485325409,0.3447198418841261,0.41608179087755437,0.4921405191285043,0.20251755698190507,0.42351168315140775,0.2146673145347469,0.32545917912854466,0.34924949710458547,0.2824461748962936
Alexandra_Haringey,0.5212958162002471,0.28111036941167256,0.554054265064268,0.3751243789853394,0.5405673604798488,0.24020612267341887,0.3052543964410078,0.49756495195406336,0.46068627377310073,0.26357307256095813,0.476656221449016,0.2892144618875402,0.3680575304699,0.16361385240447357,0.45644003472977007,0.5963995522430601,0.5638269519821115,0.5176679065851136,0.23460758408660803,0.3376292444469696,0.5108686063058849,0.3824703417667305,0.43363887489881076,0.44648545289552916,0.4281631029769862,0.4573838500682849,0.4883902171679794,0.3720004871359867,0.4906347681626152,0.3562793254238733,0.3469571149484998,0.395857573406829,0.29893423387610923
Alexandra_KingstonuponThames,0.6629694077945559,0.4910719506606246,0.649885593750547,0.4181356040220829,0.5718696463885469,0.4480638069356362,0.4744852444570511,0.43622391934904087,0.3864994889576799,0.571538259025831,0.5858820905376586,0.5203079783108164,0.3527153383534429,0.5158410156815669,0.4730635277254568,0.7267764860288746,0.4817713985709772,0.3532561792860185,0.48280381450261484,0.3791780216273936,0.11083562932665597,0.4142381435819641,0.5128347445570111,0.28684899580868184,0.5861137343119714,0.636405797111284,0.26345747480962295,0.46866914889925704,0.3164197063883316,0.5237121693898301,0.5799838354019963,0.3340187245953536,0.4158295163150207
Alibon,0.12143010864224767,0.6042723177638754,0.2951788515296883,0.6452071786459106,0.4457899968606074,0.5528962817554162,0.49233995535443104,0.5501741704563807,0.6927142426179257,0.5079869138168821,0.342533159139271,0.46009902724249974,0.610637287864208,0.5095396378089067,0.7016441778185398,0.27427227172550744,0.7706758445699959,0.7219031624669868,0.5084649295647815,0.5863995819302622,0.6803362234294381,0.5311705397341293,0.4412430966680408,0.6092550873546035,0.3364665750075313,0.2876763854020692,0.6875244034434354,0.4840964667833563,0.6115218095855763,0.4313241891799752,0.40993149806354673,0.5896824962452678,0.5578453134946498
Alperton,0.654269275907518,0.336672520127197,0.6651828483172326,0.1795568458655719,0.6203801329165963,0.37042925070901356,0.4516183012173841,0.5272394801832005,0.20176291176972347,0.4846343130798093,0.5976828175318835,0.4811424569250135,0.29273899664233355,0.4399832640254793,0.2718702172408376,0.7184540445208999,0.3887769676301561,0.319880248554523,0.4294613691281587,0.33001770146806125,0.3908430280504273,0.44352049476794647,0.5379595081439528,0.4034571374208427,0.5754274836970316,0.6108418783894007,0.31625568746439986,0.47957021772245223,0.4618420731483447,0.5098750421074242,0.5356460690146533,0.37426939575889645,0.36855756352779945
Ashburton,0.5004717373760971,0.5263632535734175,0.46064363596057895,0.5220935113794263,0.33239912833315405,0.43598629252252236,0.36736667459855077,0.2020643696764399,0.5529768956492481,0.5180310729919393,0.3805263086487414,0.4100401155501777,0.44455252670707773,0.46037840746275177,0.5953926741491876,0.5765895908749541,0.6465991158800595,0.5657728197464275,0.41509020207134073,0.4225161092232413,0.47816526013395805,0.3022281264528866,0.2726667636165457,0.375935703895484,0.4152658037353786,0.49197890110177683,0.5110712224011289,0.3007013585810441,0.3483074039210979,0.3672684744643363,0.4633918229003535,0.38036736939268834,0.4069711996967831
Askew,0.6147903955736898,0.34222424997029305,0.6205280834431272,0.24669774469095493,0.5671798375904017,0.3081882887972082,0.3877848338176428,0.46294531452269455,0.30156113260650197,0.4625152262557063,0.5476485762326295,0.4305288273508931,0.14869748480585646,0.400366203115745,0.3699415969494721,0.683533853977058,0.4550655732464831,0.36030899358055973,0.3733073907442755,0.22219957453707787,0.3519487451508169,0.3655960761515793,0.47816900165352316,0.32195273421981346,0.5287799432532282,0.5731064580855767,0.3060067396362565,0.41257579884599666,0.39413693926442783,0.4549540565169628,0.49671335656496574,0.2760509570383634,0.28546083532979055
AvonmoreandBrookGreen,0.5923113480038726,0.34890635619630217,0.596423708349803,0.2899134986092885,0.5403524302892362,0.27672188416776894,0.35090661326007244,0.4334806899178707,0.3475059572798459,0.4485924071555035,0.520278650486836,0.40130899452800034,0.08870245935337821,0.37830865320644863,0.40531867067482497,0.6635536989255894,0.48663599782691985,0.3946075067143763,0.341558569556671,0.1484912707192311,0.3595033944671051,0.322265470951484,0.44585775778824377,0.2931906206737922,0.5022658444638359,0.5509273061332208,0.3350248260016858,0.3749580810677703,0.3702292908236899,0.4236252139223609,0.4736209809590974,0.22548355512243518,0.23626606534680406
Balham,0.54847665027061,0.41959925661281755,0.5406134791606129,0.3987383641723682,0.46658521110077816,0.310938373333438,0.2969247245470859,0.3383983930451775,0.4397703226512671,0.4595736040736214,0.45746574524520073,0.36784083437247095,0.2887937718011579,0.3838154601424383,0.49025214685531143,0.6245530545921292,0.5548344572963705,0.46491381528058146,0.3270999825394578,0.25692781998181496,0.3855665262227937,0.1834299197858728,0.36266897267648784,0.2460084586715223,0.4515075828484361,0.5148444190675867,0.40172306846023487,0.2839041389258614,0.30248973313374916,0.3664222221210972,0.44759991367545493,0.18628792691442206,0.25441691322573073
Barkingside,0.2724934504076938,0.5298824157452368,0.37677286716055264,0.580682951138158,0.4582631388126841,0.47823406414402136,0.41709878359908054,0.5238843520025684,0.6355607340194415,0.4132109974453598,0.33045990642982237,0.36753047022781477,0.5497254542293477,0.41988834080958054,0.6404676310767631,0.3917151599593955,0.7181912157008089,0.6709123675364986,0.42642812147137,0.5227377858377024,0.6361657721598348,0.47606601416079153,0.4001667457035674,0.5624019682251763,0.2489889871174713,0.09204843553852488,0.6372971656685319,0.42363038686031723,0.5741390316000686,0.349785161993272,0.2867646458259136,0.5350201962751272,0.4894753371855193
Barnehurst,0.3034643117194775,0.6357433476860652,0.1466401904214847,0.6643332217580111,0.37369259408075106,0.5756358461913091,0.5102536714007062,0.5188274297595424,0.7050518777065633,0.5615455798515535,0.3265973245641187,0.4941848561308167,0.6205050586301584,0.5479314430860255,0.722655213997855,0.3494316795800009,0.7831001723694976,0.727363590118366,0.5355764563155854,0.5977565344254231,0.6738787863389979,0.5292838083545955,0.4270021705625879,0.601856437352694,0.3794705884939815,0.3926959320111122,0.6892362284837916,0.48676015285408064,0.5937951527722773,0.45408549649534696,0.470586609434998,0.5901912683267408,0.5727045511650303
Barnes,0.613630212131456,0.37259185270419204,0.6150123413942061,0.290452312672195,0.5552671712384453,0.3223714747790821,0.38635660779983677,0.44169234201330076,0.3208455316615885,0.4770200016994145,0.5418731192681215,0.4340825104891008,0.15054576225441146,0.4128702830242067,0.3963957691514828,0.6827331194214336,0.46612952710282285,0.36102233380998094,0.3799648493399599,0.2225620742967815,0.32330014112165506,0.3492891134636075,0.4683610738702331,0.2839185570670491,0.5271916624937282,0.5749268423985194,0.29078953355777165,0.40352909521289504,0.36344441891794516,0.4529042523921661,0.5019781608126154,0.24150064177738428,0.28852779903880565
Barnhill_Brent,0.643308937926032,0.2876336488788272,0.6592627680799025,0.13103590407510882,0.6215410645033639,0.3529416172655661,0.44228095928248407,0.5376640794426226,0.26620053105346553,0.45625364139334146,0.5914855055345005,0.4658494330455712,0.30836171565996984,0.41606851325388905,0.2593019266820553,0.7075761419136317,0.4108126338327924,0.36747212639888405,0.4132405757435448,0.3334076659628434,0.42822409404946954,0.44701769012222803,0.5356972090376847,0.42539377312885196,0.5646022852464214,0.5963841670224095,0.3650047810602715,0.47658335347852143,0.4822579318610261,0.49982008229912817,0.5175430405604436,0.38946833447459245,0.36239917861508814
Barnhill_Hillingdon,0.7355906053911513,0.4659281794023678,0.7426690985591664,0.37856070026645544,0.6954312791800571,0.5006667552023479,0.5614198244885225,0.6019332461733269,0.27607207507999226,0.5863141315157139,0.6829270046007725,0.5873164534863922,0.43380895520050594,0.5538294281244801,0.3130621908984496,0.793424500025316,0.2044011573051855,0.26368816450293375,0.5457601679391653,0.4644521262110602,0.42724602344030665,0.5456907720635219,0.6281299491125046,0.4893835264648773,0.6660220453056511,0.6977321007139211,0.3543811213904994,0.5802073872405529,0.5307141501273606,0.609665859153709,0.6328602552319368,0.4824675683155463,0.49613403677235335
Barnsbury,0.49472539081113637,0.35551107613417243,0.5132564552436297,0.397681280145745,0.48158592930446614,0.21725407268473715,0.17149813085108787,0.42847489285781615,0.4695018266079727,0.34074677761105626,0.4235085240839911,0.22372566846352085,0.3430953819254935,0.23051740022061504,0.48780470663131636,0.5773244572827017,0.5784341276792975,0.5149324548913896,0.10564521842976035,0.2985855288056454,0.48035762790048714,0.29081614420510077,0.3568771937992128,0.392177732347821,0.38438706454537747,0.4394378863235697,0.4724257378943605,0.27176863735001017,0.4329557022642051,0.27957384167100285,0.3370520616541723,0.3381423006555862,0.23540743821576574
Bassishaw,0.47623469862539114,0.3915657805844665,0.4894912923367024,0.4249985271366215,0.45264756907316156,0.26720516408471984,0.06093030382116919,0.40404664493244186,0.4892548526772555,0.36406513963207443,0.39349180438765335,0.20996347522489378,0.3627012285077722,0.2712181621486264,0.5117053233108146,0.5622643210033679,0.5955792555557802,0.5291147190778401,0.18773668628840373,0.3201369874171791,0.4846452640227679,0.2657675809960977,0.3167308613934536,0.3891456942417414,0.35839282394627414,0.4248631906644256,0.4838204459942566,0.22020314274268893,0.42244580962035294,0.2368909551270607,0.330629879693959,0.3408056566644435,0.2641380641123372
Bayswater,0.571545227561993,0.3171640998254726,0.5808096237888988,0.29410656518682776,0.5323451540017433,0.21276693992685397,0.31586439520603454,0.43898075100487166,0.3731144353050534,0.4122571209366389,0.5020735576395745,0.3651417881310011,0.19020814930157223,0.3343946048325916,0.4119867874243387,0.6447681291759063,0.5048910347367386,0.4264366681723184,0.29580127245989013,0.12444508634198004,0.4004163198807522,0.31233700884448146,0.43012159766604785,0.327504225591833,0.47809576690347005,0.5257657384091268,0.3772946888581392,0.35393505497814304,0.3945224681449269,0.39538473000739416,0.4416967919687678,0.2568065378350912,0.17543397945102177
Beckton,0.26081740278818094,0.5474742339703199,0.297549347809842,0.5855670909301535,0.38081848738934826,0.4815031165836675,0.4056219507225531,0.475457526767834,0.6351714626371707,0.45756821502498163,0.21365745345719014,0.37491519516946104,0.5424918014479665,0.44134263803764134,0.6493942289997197,0.39569394494395344,0.7201846366772872,0.6648311894251997,0.43076608843453557,0.515259200356346,0.6174531256215942,0.4478803074219697,0.3384620792569285,0.5380892358207662,0.19543267598506203,0.26503165461959055,0.6262934422989748,0.39108145301822517,0.5415401752313326,0.3285677291498607,0.3401628667457455,0.516367257804048,0.48339016009611135
Becontree,0.13138862990505634,0.5785081825406088,0.3131736441873302,0.6219310579533343,0.4411256735284539,0.5258327587216954,0.46349342483633127,0.5353884315646009,0.6716573498959416,0.4771507824833946,0.3209607882416692,0.4269506980617228,0.5875819918164268,0.47879527471039357,0.6798863510752117,0.32035261724645403,0.7515080926246813,0.7026066799355724,0.4788393599623617,0.5623060325398792,0.6623676540163604,0.5079514539456114,0.4186195138542499,0.5896575883426703,0.294328288613232,0.23057172621599076,0.6680574740722133,0.45822847781667064,0.5945612085333094,0.3987437861561229,0.37067070411983066,0.5677665108395735,0.5321570384454839
BeddingtonNorth,0.5653750648743591,0.5002771655117576,0.5386722680323146,0.47305884440116297,0.4352360363072413,0.41368860203428565,0.38184776387785696,0.23429240468148912,0.4921344995741424,0.5284285122277701,0.46554509684828915,0.4370706305885546,0.38184600205938496,0.4649087490167154,0.5482835417566632,0.6365680571934966,0.5910173150352172,0.49702846132530737,0.4175018519559414,0.36979130944682537,0.3866393189191959,0.28137052625155246,0.37113512493852496,0.2612034546971135,0.48082982416868936,0.5469311131062052,0.43251148491007174,0.34001082998411075,0.20544908839685164,0.41715125508438383,0.5011009429814279,0.29890179391826516,0.37350433657489757
BeddingtonSouth,0.5733729769593006,0.5246557812397659,0.5412211678552888,0.4970461880522027,0.4301003234699429,0.44278683351581966,0.4096218211456,0.21293676149308607,0.5116755301699625,0.5499414249845055,0.47330534584598566,0.46031885553572194,0.4114017454329722,0.48961985526072027,0.567944608150605,0.6421907724286409,0.6051256898960834,0.5118998873016162,0.44473150377392967,0.4017451397840907,0.398320180309676,0.31956988614922244,0.3843160371890571,0.2950107016718769,0.49408722336197486,0.5594984297917662,0.44931579343480765,0.3664264749853465,0.21523674877017615,0.43759435419836695,0.5196933601784213,0.33640180163237615,0.40561299224285385
Bedfont,0.7624166748973008,0.5323323948221524,0.7618220936626563,0.4508789092207545,0.7054758742691768,0.5462547521939427,0.5947312633264477,0.6044714925041097,0.3614051363171328,0.6369757572315199,0.7047738283537669,0.6246375133329433,0.47261062162077644,0.6006225152629715,0.4210929929739134,0.8190360464624712,0.3021353302214968,0.27389555673218247,0.5865031076790242,0.5024285079442196,0.4066025407395364,0.567177092530205,0.647849396601432,0.4960381267159685,0.6947462497629495,0.7302497655076866,0.35672790928386056,0.6050309674891883,0.5261639368356222,0.6401908887589456,0.6714231021177022,0.503503540727681,0.534598485500447
Bedford,0.5496052222031005,0.43670408023784224,0.5378115456375289,0.414297517648097,0.45761051778132283,0.3333206883866113,0.3111834606474828,0.3174460504573148,0.4501026155495099,0.472958789176681,0.4555756215385962,0.3795536038608883,0.308077258174078,0.39986091040871696,0.5022250707481632,0.6251900705528082,0.5620891968592504,0.47072892592220117,0.34485952562499467,0.28232288181337617,0.3833128196233485,0.18548090628234823,0.3581985579896693,0.23581779090001617,0.4542189617521214,0.5190649511391786,0.4063683922561178,0.2869943231572482,0.28167106897533833,0.37256146419770564,0.45638189546094776,0.20382861416308415,0.2816628858314656
Bellingham,0.4442458628061912,0.5137083947666623,0.41023316959157946,0.5251108801185768,0.3078164971404667,0.42157610708681303,0.3315369154721535,0.30892670601968086,0.5659380188357711,0.4813581359437885,0.30483372464273323,0.36085399758677544,0.4557795930409159,0.4269307796744754,0.5991473510095131,0.5305814797387093,0.6600795880204088,0.5869142301136976,0.3843558650831816,0.42806814718024705,0.5146540788582664,0.3107969871184641,0.14439976585069766,0.4160788202313546,0.3432615800372751,0.43286563615328666,0.5369119077194787,0.2591660222789367,0.40751972245315876,0.2999838096542101,0.40828428147249746,0.4038561826685007,0.40146636022012633
Belmont_Harrow,0.6689488148572812,0.31730917903302563,0.6880042504041507,0.2497168879783519,0.6556194582270494,0.40408168105816655,0.48535769564716286,0.5781586968683631,0.2909008558660432,0.47704639852091413,0.6238733444462339,0.5021729011326084,0.3743937561263658,0.45061518517399674,0.17874273153472223,0.7298302471374091,0.38667290746513433,0.3841427742305559,0.45549445396308647,0.3949314255584954,0.4666684643730724,0.4942651362017242,0.5738242672716453,0.4741696688045316,0.595548247423909,0.6215771575283553,0.4028715953062305,0.5192052363774856,0.5255465550180665,0.5366489055283671,0.5455063870682894,0.44357591666751006,0.4172875739748551
Belmont_Sutton,0.6183766474663426,0.5181304064696387,0.5935441034147108,0.47229122425773473,0.49674952433587316,0.44912061144163967,0.44211394589872327,0.32735617247002674,0.4709291448164021,0.5667687392108062,0.5288516563200474,0.4924388216500338,0.38780847501599236,0.5072862736273158,0.538367906481088,0.6842258073464841,0.5633610475672588,0.459107268438429,0.46611608022864887,0.3918882061926112,0.31784859944633725,0.3599095483379357,0.44783180533451833,0.24897658066190484,0.5409285350345325,0.5996917582234996,0.3894229756815838,0.4159146287152494,0.1472011043467704,0.4814339988775601,0.5528657122464085,0.32185857086444486,0.41117257616315317
Belsize,0.5478280955919175,0.2868992383059978,0.5648995348175976,0.3193689964250924,0.528280106075781,0.09574827398380042,0.284104223235149,0.4545841370339718,0.40758911027650097,0.36263134507347045,0.4843310009587468,0.32164304183330106,0.2724221969393785,0.27175978396364037,0.4267862378673085,0.6229975226701995,0.5283073244449934,0.4637599079992244,0.23745811783522552,0.2272141827924803,0.4458168789985199,0.32374881566302977,0.41967237591987716,0.3735866942954799,0.45137933137721287,0.4956415563023476,0.42370500015780993,0.34264674805171597,0.42935250620098736,0.36627403392061275,0.4015401076837234,0.3111439319065036,0.18065777957969845
Belvedere,0.23408969714832567,0.617666838384905,0.19048743161846887,0.651237985542448,0.39640415147969615,0.5596379306476685,0.49433925998194844,0.5249007081976945,0.6950970632673196,0.534673537502395,0.3118137282590745,0.47169572348362643,0.6103753322783002,0.5256381184260986,0.7095406220116488,0.3155473129291236,0.7738545978331913,0.7204078810301228,0.5169562019050037,0.5866243867098334,0.6713323240776989,0.5220534590116042,0.42119461926532353,0.5986398495897287,0.34650874836902607,0.34516009858578806,0.6834099704673345,0.4762038281789183,0.5950551614042972,0.43399294967695995,0.43853613367579225,0.5833639992560072,0.5596725090451509
BenshamManor,0.531027272034847,0.4921412364169049,0.5043337656086143,0.4778113601993401,0.39988263038250144,0.3971969648566287,0.3443729578450274,0.21445762542055954,0.5071924132541881,0.504585478525021,0.4235506199327778,0.4012835575664441,0.3893073336307592,0.43962120818882877,0.5557732863081142,0.6064270291169693,0.607217843664874,0.5198943277914218,0.3891366204922908,0.36820966251629333,0.42513123774907713,0.23922308194518038,0.31638547406161815,0.302913820896222,0.44037531137652675,0.5121066834981651,0.459814480442084,0.28708626765470685,0.2816429974355585,0.37334804570924496,0.46701729416862114,0.31095686391691973,0.35923999649660815
Berrylands,0.6705798838680417,0.4869175769330378,0.6594482777773516,0.40904615024167457,0.5844664146813527,0.4501791235482248,0.48172964186182576,0.45354960701059843,0.36922493414753954,0.5727657931965315,0.5957090739591587,0.5261171507433856,0.3518126365356729,0.5183905819090188,0.45991874330196825,0.7339436947020993,0.4645256212597244,0.32936835586790963,0.4873283041944636,0.38167763056739623,0.07334461634517057,0.4260675976019694,0.524260657090029,0.30628577830308196,0.5941069019054351,0.6427918431909433,0.23416156007096237,0.47899702961750346,0.3405524288480269,0.5317547706734496,0.5850819044101635,0.34433508790933837,0.4200287575816172
BethnalGreenNorth,0.43763991661925206,0.4177537939190654,0.4589933670268794,0.460546592548278,0.4392831104915989,0.3179346436569581,0.19586059497389482,0.42235028675394143,0.5231455064591901,0.35130374448736396,0.35757109199970044,0.14775064207435026,0.4093409604747513,0.27827274580141276,0.5398772988890265,0.5296789485991906,0.6231441490280596,0.5620964907706818,0.2356179589149784,0.3721422982853353,0.5201009565140917,0.3146485613307292,0.3018174560760438,0.43017463392736593,0.30644801598552623,0.3795222126356111,0.5201539218969463,0.24607445904410152,0.4554500459288028,0.16131313109731651,0.27779637849239397,0.3894758562632726,0.3244307422406481
BethnalGreenSouth,0.43749320604070185,0.4233039626594302,0.45529776904557573,0.46271402130534195,0.43135756051309243,0.3215426945061953,0.19123223381962162,0.41331757600532865,0.5238396508242977,0.3622305771942859,0.35169661604923697,0.1721007448581602,0.4085877774159685,0.28996059531595325,0.5423891985857517,0.5298436850267643,0.6240660136845743,0.5615541464810854,0.24331412740136174,0.3713296998783116,0.5169064268971593,0.3058233025161934,0.2892101426394359,0.42508573230341096,0.30517449191817364,0.38260332380182993,0.5185692954870726,0.23105796917488183,0.449033924486208,0.14811996954368908,0.2884325578998055,0.3853334004962347,0.324215340441695
Beverley,0.646191359135708,0.46779578254961235,0.6350016217323509,0.39505980413044395,0.5585652108720596,0.41942196110259106,0.44828451661658747,0.42215642175998835,0.3738405386270325,0.549399514162328,0.5682353631117394,0.496223983336961,0.317078689073592,0.4910729785949653,0.4600532803344753,0.7117213789708465,0.4823193891339456,0.35570902007420496,0.45631157169557945,0.3449375710066156,0.17787124254671785,0.38654217239020144,0.49291905649291506,0.24924162314243983,0.5665120916091579,0.6176861870511032,0.25861379896165004,0.4442296281704326,0.3016057070289696,0.5009722942264119,0.558455689056827,0.2954667304457568,0.3846578346294235
Bickley,0.4099207593399947,0.5780766347444811,0.3317395629536273,0.5925814844577777,0.17347913504971985,0.49993198961393653,0.4229338438282245,0.3758770158566231,0.6294628818256353,0.5318708614754818,0.26805497131809547,0.4316277435826719,0.5326773807001101,0.4934137144181939,0.6590641600249572,0.48869462806801295,0.7151762500647976,0.6471455142071851,0.46331372138581506,0.5090706045398963,0.5774999338990437,0.41527614760433607,0.28492059207916615,0.4936764911204453,0.3565012482990521,0.43172552370249345,0.6013075637370836,0.3748117721350998,0.4768252184148977,0.3763252343797819,0.4485798342418315,0.4878681804959001,0.48583034946070003
BigginHill,0.5039504647926071,0.6164885148501855,0.429176806687866,0.615642551551305,0.24955020489064805,0.5411179881893439,0.47944280402857375,0.34277920487269176,0.6405175991917302,0.593802293570679,0.3998243083521232,0.5014849110533381,0.5511579272405445,0.5512064324435894,0.6788533373761325,0.5630837740481524,0.7215011838447308,0.6475635832079542,0.5177234434176177,0.533790221418763,0.5645495136691124,0.4439917679253708,0.37271477996962815,0.48984617135371694,0.4608951993768058,0.5238142953418922,0.599499830515694,0.43021767172533343,0.4542955818729458,0.4576323697535014,0.5292395708088281,0.4997715366502658,0.5202547217200872
