,Barking and Dagenham,Barnet,Bexley,Brent,Bromley,Camden,City of London,Croydon,Ealing,Enfield,Greenwich,Hackney,Hammersmith and Fulham,Haringey,Harrow,Havering,Hillingdon,Hounslow,Islington,Kensington and Chelsea,Kingston upon Thames,Lambeth,Lewisham,Merton,Newham,Redbridge,Richmond upon Thames,Southwark,Sutton,Tower Hamlets,Waltham Forest,Wandsworth,Westminster
Aldgate,0.0011522625565826348,0.0012735708228000435,0.0012381529446797463,0.001393548293905438,0.0012952084894466028,0.0007795299621522381,0.00012265444041538183,0.0013542384872791294,0.0015238195731188326,0.0011949195484160769,0.0010286109068316843,0.0005001289302488429,0.0011791678416496374,0.0008837448865691129,0.0015504796281918044,0.0012837844734701555,0.0016550002793137412,0.0016038474074582475,0.0005165858713764178,0.0009780594346611995,0.0015678228129186143,0.0008117130388040106,0.0008717285144871784,0.0013368359243547561,0.0008353337329528661,0.001104708335805902,0.0015743561964927464,0.0005259941676529058,0.0014399283287237462,0.0003849800946678787,0.000951545717924884,0.0011406677924850309,0.0007171898912604529
Alexandra_Haringey,0.0015380063289411824,0.0005674317239270553,0.0018441402547369134,0.0010536474564764426,0.0019917634813017234,0.0007131206057424705,0.0011871155465034455,0.0020847381044964367,0.0014636516598609348,0.0005224556398984152,0.0018246239347064158,0.0008568108613680456,0.0014612710590212723,0.00023522173464483474,0.001153233745406474,0.0015356217561308155,0.0014972042375699338,0.0017514994599837899,0.0006738565700228099,0.0013678064637346694,0.0019674553206323405,0.001819311629345228,0.0018610291615479618,0.002004076616039206,0.0014266601475277454,0.0012417088214385626,0.001827514588940946,0.0016918806432688945,0.002093109004925263,0.0013357296357829256,0.0008417995993426552,0.0018242680732550736,0.0011781899152376511
Alexandra_KingstonuponThames,0.0025188116572439838,0.002242449713187473,0.0022387239593843295,0.0018076585571954254,0.0017040515934141516,0.0023313472553046426,0.0024239303417218816,0.0011396746983655258,0.0013552028635692975,0.0025699701156584945,0.002359573411557798,0.002711406359110852,0.001458159231975332,0.0026481035883643127,0.0017493467066502727,0.002393988077917061,0.0013341581592970803,0.0008895944112262102,0.002560879959933096,0.0017052994463570184,6.843322854373358e-05,0.0015575849473418364,0.002009318337766923,0.0005920764986743934,0.002639330480749664,0.002657128203389256,0.0005969300852523461,0.0020398529144527435,0.0006289859724908509,0.002575894520896245,0.002778937977701817,0.0010945397809340712,0.0020550703092952274
Alibon,7.250191367261523e-05,0.002462988635695651,0.0006729329213155917,0.0028926328637616052,0.0014276515700632313,0.0026183782991159865,0.0021707120792666423,0.0021180170821662424,0.002936340719412839,0.0016660605535395935,0.0009396236256871832,0.001776742703612477,0.0030357482398862402,0.0020234548554306083,0.002681741037675999,0.0003321574791238606,0.0026784034674308677,0.0028799882644233964,0.002232276447239168,0.0029357686445277632,0.002775640051746049,0.0025144105269812693,0.0016624757320911451,0.002798190843153882,0.0007887421468776732,0.0005747208217728136,0.002950241322778547,0.0021197834007137244,0.00252517909232615,0.0015603829904322051,0.0012248055941691117,0.0029185972239994143,0.00276635448669484
Alperton,0.0023037553052015643,0.0009118372442650138,0.0023190995965265727,0.0002570246173068659,0.0022695101551927217,0.0012107450784371383,0.0018507953001273884,0.0019886236522107105,0.00028162491469427455,0.0015427691965361865,0.002384021406185394,0.001940513153143543,0.0008703458334352725,0.0015604476805806259,0.0005338231327403221,0.002166860411251677,0.0007023251114025307,0.000731853415460768,0.0015877815741739464,0.001104037124909663,0.0012764698046421417,0.001896836011582361,0.0023053189401676284,0.0015175016653849512,0.002350849375663539,0.0021977602767016217,0.0009154737578692861,0.0020954567309821215,0.0017033987300146595,0.0021717579386226135,0.002007885271885176,0.0014106956957194152,0.0012557909953690935
Ashburton,0.0016659344160005844,0.0024028793429067678,0.0012438794531784304,0.002304825598821316,0.00059636419167335,0.002243098580344012,0.0018139635528611716,0.0003103059931269605,0.002162950992705434,0.002320662730778677,0.0011359769251962314,0.0020654647370930497,0.0019423165985713066,0.002354076420058269,0.002305839709786597,0.0016764609895124692,0.0020682784357463073,0.0019177092767170313,0.002177827936405939,0.0019259023989832726,0.001314049590402269,0.0009944958780504342,0.0007584895071926991,0.0010478612979751309,0.0016789545069072487,0.0019195963072540924,0.0016647299903279284,0.0011707069677747857,0.0007329392420615994,0.0016678117021758287,0.002135406547465815,0.0013242320028350823,0.0019840836286879266
Askew,0.0019871542844921907,0.0010787338047946987,0.001978645031735765,0.0005911475918951029,0.0018656496582234595,0.0009344108437119309,0.0013100060878628414,0.001552572260237436,0.0005643082635865906,0.0015716052966088065,0.001957121807688142,0.0015775943959752256,0.00022169085092803268,0.0014261051507689128,0.0009457869929212109,0.0019412945261841888,0.0009598128580237341,0.0007579226556572976,0.0012779650476559465,0.0004726719288763358,0.001004637813482311,0.001247487418393304,0.0017964174490525573,0.001031741748148878,0.001933827056820557,0.0019454825868598217,0.0007193179173630651,0.001499845688198684,0.0013008660253772675,0.0016731450424751575,0.0017857400262134928,0.0007802795378563007,0.0007178985769237538
AvonmoreandBrookGreen,0.0018523679083015951,0.001154595877762737,0.0018066452586145776,0.0007558166828567198,0.0017119968316006093,0.0008346853840026323,0.0011008206514662518,0.0013920588914318396,0.0007715171123570239,0.0015386065049246534,0.001741449463473371,0.0014269427874440217,8.680924414364881e-05,0.0013448929878091737,0.001103360030535269,0.0018503765260209826,0.0011099403070846648,0.0008567501142554411,0.001139031347492646,0.00019936054678634208,0.0009858479206022474,0.0009965704741948082,0.0015534735584029217,0.0008817755992035131,0.0017564843793881034,0.0018271020567330364,0.0007822282968172377,0.0012170061133929975,0.0011761526314869569,0.0014906141918226178,0.0016810346237949925,0.0005727034858769825,0.000552420474543007
Balham,0.0016972166123438847,0.0016133334184536192,0.0015066852896358923,0.0013860551280338294,0.001244170433977663,0.001230244470000409,0.001038017800358472,0.0008796966446228803,0.0013184833386987805,0.0017750473884597321,0.0013653264692026646,0.0014597398899436772,0.0008292482555526798,0.0016064352909313216,0.0015959588758785535,0.001739155365085134,0.0014849344892773314,0.0012119251014527932,0.001329938626178574,0.0007727919087108177,0.0009326951886030015,0.00028662183573587946,0.0009903598554623473,0.0005384654116117992,0.001558332021218508,0.001768517318677965,0.0010377817544730836,0.0007237464506323869,0.0007921666555615267,0.0012980697226488895,0.0017407273152075665,0.00029688325242501173,0.0008669587947713644
Barkingside,0.00047700100732871176,0.0018500396679877722,0.0010399066742729243,0.0023785836291478736,0.001618067956430199,0.00198158388320689,0.001710669389854955,0.0021479458271847257,0.002571099503073286,0.00109440946732306,0.0010722069811676073,0.0011715555138811318,0.002564789312140289,0.0013112339708716433,0.00219109528885914,0.0006799327742266769,0.0023584461850314617,0.0025547855392599075,0.0016081435172748024,0.0024729795461758785,0.0025781633954462366,0.002275176834753722,0.0016298328549883996,0.00258048636123078,0.0006110311565118187,5.358914023642197e-05,0.0026375256421668795,0.001874162509552702,0.0024101588447173992,0.0011860695763629841,0.0005804782613809422,0.0025960170884272928,0.0022423995529610836
Barnehurst,0.0007250891192683073,0.002818504011528382,0.00010798558883232675,0.003116886165268544,0.0009025251919599845,0.0029260229854370743,0.002393473319944049,0.0017179248539838324,0.0030265518802920694,0.0022066049806226703,0.0006629167774021202,0.002210954834411193,0.0030905807785233286,0.002521980120828043,0.002894210038372069,0.0007402286994882878,0.00274376347275877,0.0028990615220813093,0.0026450276584935404,0.0030152856717359905,0.002573484200332135,0.0023257314671139935,0.0013220846684976208,0.0025305882041843455,0.0011610144443124657,0.0012126435250391474,0.002877032162931496,0.0019237126847663816,0.002178057601865236,0.001806260862599222,0.0018125354121364705,0.002757149183571056,0.0029457700737871703
Barnes,0.0020224954682804826,0.0012984436336092363,0.0019485808621176738,0.0008319219699623356,0.0017552916464641031,0.0010982057328434046,0.0013878013489155233,0.0013817848446344499,0.0007212821969576693,0.001715634426367851,0.0019194240257623734,0.0016915777685969787,0.00023381624596911094,0.0015754181154394693,0.001090455642771391,0.001985972635466844,0.0010536646346272472,0.0007591009264006436,0.0014158862755103648,0.00048164599337555006,0.0008261703873335358,0.001102702445370151,0.0017308428198284584,0.0007945670234581107,0.0019803265646624,0.0020111065763866267,0.000593816500482406,0.001450407617453814,0.0010971573054915642,0.0017552131768770747,0.001898669755004392,0.0005522723574731328,0.0008430997107735694
Barnhill_Brent,0.0022384615933709177,0.0006476050841020207,0.002353322302078232,0.00015907178633463214,0.0023053983920857885,0.001093191603584278,0.0018931754195779388,0.0021420643076412926,0.0005715544669424132,0.0013615028981794279,0.0024269336205317337,0.0018240565563988652,0.0010521194546705519,0.0013330536242933564,0.0004099410102070917,0.0021148196172932282,0.0008047893074806591,0.0009940922977767063,0.0014825969509733908,0.001204682962204648,0.0015292194532272774,0.0020347420605478527,0.002353657359948095,0.0017794896296959056,0.0022649403839478176,0.0020903549236006573,0.001208070890736726,0.002155208412857441,0.0019272569823281733,0.002147050423358376,0.0018333173121097368,0.0016399666572409657,0.0013150843625319307
Barnhill_Hillingdon,0.0028573172136478835,0.0015622612469254097,0.0028263046349814407,0.0010690851837540942,0.002678016596525251,0.0022072196998675934,0.002777845656799182,0.0023292306384285234,0.0004931489182721078,0.002206150868810503,0.0030200111964976796,0.0029021672110268806,0.0015877829240958856,0.002422764297645904,0.0006941165548019005,0.0026348371114782413,0.00020882167767217864,0.0005427409611537392,0.0025938415584333767,0.0018851215236007674,0.0013354715305340147,0.0026191230376367775,0.0029937081095113643,0.0018802820957443303,0.0030787278102967406,0.0028746637811286296,0.0009468491120894509,0.0028937526533726462,0.0019510700661064945,0.0030265073543497417,0.0028067945670276853,0.0019955104175058964,0.002186531499837534
Barnsbury,0.0013199407275860963,0.000981564023900118,0.001447784059363714,0.0010994189636680761,0.0015299296785821223,0.0004077044213143281,0.0003502557504450798,0.0015519022137071717,0.0014034023285878028,0.0009941264421361269,0.0012914695903276895,0.0004486213496018432,0.001020464662306675,0.000602437695594113,0.0013177123743103912,0.0013827344932796817,0.001522628571772394,0.001494931005620204,0.00015839566787848353,0.0008461747652486963,0.0015906338890998588,0.0010538948413419842,0.0012074012861100995,0.0014611738002617526,0.001056413571226657,0.0011538317143559554,0.0015052984830056153,0.0008917910493774222,0.00158532552294715,0.0006824498709549335,0.0008672684810120202,0.0012089119739576834,0.0005539559601468255
Bassishaw,0.0012091583633546776,0.0011958018343366334,0.0012962361023092556,0.0013064289557596265,0.001358164402195229,0.0006720047458176312,4.9108996354955576e-05,0.0013961536202279007,0.0014529044818500517,0.001150340905521659,0.0011014419957222849,0.0004900209707899327,0.0010857057258905297,0.0008109474778437564,0.001483167551477521,0.0013284625827528107,0.0016036207083384678,0.0015397052938673512,0.00041848855433803886,0.0008967248754024981,0.0015574408487592018,0.00084567090200929,0.0009617612286201191,0.0013626453159304983,0.0009101933366665654,0.0011235553639398978,0.0015254968662567646,0.0006123146086360126,0.001461680664867405,0.0004721638820099683,0.0009499539128205487,0.0011327691603701404,0.000614312355804614
Bayswater,0.001743125159997587,0.0009456642669655162,0.0017671732536057915,0.0006840447928816729,0.001704994248792206,0.0004927217685301883,0.0008983640919740672,0.0014991918866596938,0.0008836297193341896,0.0013059498864909683,0.001691955096727294,0.001137898159512633,0.0003629034161851919,0.0010446036768170781,0.0010439300933740572,0.0017363664693746063,0.0011643873151330887,0.0010436533109186962,0.0008183026194233588,0.0001997013340458059,0.0012105955109264323,0.0010418840215587664,0.0015007057216704603,0.001104913637247824,0.0016127502571284666,0.0016390102297732785,0.0010160664965904252,0.0011555728644855397,0.0013562009155672768,0.0012936071317861857,0.001424400267529378,0.0007877569095917302,0.00030497106377379605
Beckton,0.0004134568590519409,0.002073977874639873,0.0005793999491704198,0.0024060284776414764,0.0011101113727129412,0.0020291623986212703,0.0014654785594961984,0.0016546426816810692,0.0024499494964051504,0.0014933466943119846,0.0004306608284399589,0.001213385261003643,0.0023947118684225096,0.0015998796103068606,0.0023163027268924444,0.000715965306806696,0.002326002139065445,0.0024400514256265934,0.0016429050665464299,0.0022571476151821176,0.0023237321611169707,0.0018395116444351852,0.0010511199010429736,0.0022336443621602804,0.0002932691732203349,0.0006084789524867177,0.0024733040044292737,0.0014268656790038755,0.002040598102234606,0.0009149399705338391,0.00098302808554396,0.0022819674755392527,0.0020607397946016343
Becontree,0.00010896281813538795,0.002256544305979349,0.0007469684954771491,0.0027006092034132724,0.001445629354773267,0.0023813771228012627,0.0019668389141103723,0.0020904707248109223,0.002791986578403025,0.001477604151490187,0.0009281689708616662,0.0015480232379837331,0.0028504335740814424,0.001779818366551391,0.0025251445483251535,0.0004285417148797013,0.002568860570414699,0.002750893976105553,0.0019929954915733055,0.00273958877882975,0.002654127203626727,0.002332937958983924,0.0016071080201912084,0.0026476813385963964,0.0006171083199129308,0.0003994964437398801,0.0028123654023250494,0.0019334657735527846,0.002429087193361706,0.0013574983716985536,0.0010046058880693943,0.0027367180551672063,0.002556937873189441
BeddingtonNorth,0.0020174567252453203,0.0023223743452543463,0.0016153526056704433,0.002101246212791466,0.0009718103622469753,0.00218214905357196,0.0019118273941550615,0.0003417981800493943,0.0018517713384812316,0.0023937747325376035,0.0016017710606010223,0.0022519243296648607,0.0016495902474911162,0.0024088701685612258,0.0020987417245381954,0.0019715819336005207,0.0017928579800820692,0.0015272598091407594,0.002238351281092462,0.0017090481062111205,0.0008673326818528969,0.0009691639672349204,0.0011850616180043858,0.0005677160553976403,0.0020209330655698307,0.0022033614015285925,0.0012414421326299293,0.0013469351927428948,0.0002711027999378112,0.001949281457564897,0.0023723202071610537,0.0009989136747964654,0.0018777807791928
BeddingtonSouth,0.0021507034855085053,0.002554686398212209,0.0017178843768849757,0.002333444075704448,0.0009878355036738984,0.0024952535695307635,0.00223847305019872,0.00030293548129405046,0.002013630352766348,0.002603195963248731,0.0017303367386426456,0.0025374204186372705,0.001918924243536306,0.0026796099937535125,0.0022644759154948147,0.0020642848270184646,0.0019101284589555978,0.0016592997743169675,0.002549630267612181,0.00202734340655034,0.0009306480407405821,0.0012712906794182265,0.0013546312539274967,0.0007477478815470276,0.002226451682407441,0.0023810078875948102,0.0013845871965402485,0.001640873109960695,0.00028293301784050286,0.002220955281791933,0.0025981796647428523,0.0012759976893868187,0.002209681898172028
Bedfont,0.0030424910201901035,0.00216899201193099,0.0029259049792264087,0.0016340518346520101,0.002580586429950639,0.0026545914548763466,0.003092568215170123,0.0021565075328492172,0.0009602440716693477,0.0026853145159489744,0.003144901127095294,0.0032013197984171794,0.0017747071556141007,0.002942130756670356,0.0013032036572569498,0.0027835410307635836,0.000618501494461241,0.0004105537121346127,0.002995343077366834,0.0021311699249336544,0.0010123146179663838,0.002613226817015925,0.0030629418223045023,0.0017433564814898666,0.0033223668157413263,0.0030884148150659963,0.0007795138895819054,0.0030575372823029305,0.0017066806614328255,0.003316684604105061,0.003140277736385932,0.001984031072165589,0.0025014241628975417
Bedford,0.0017478139903219744,0.0017504655153816363,0.0015182064793534827,0.0015082930387586263,0.0011758952515957303,0.0014128702001272697,0.0011874696979194666,0.0007715213547923925,0.0014148822687357916,0.001894781536267829,0.001413709563465669,0.0015958747481881483,0.0009564039469126598,0.0017612276304521737,0.0016846852609361373,0.001779482797059366,0.0015262859005903814,0.0012635480883956387,0.001496884060220953,0.0009413680063922602,0.0008879503853244064,0.000333900789973455,0.0009916116472096503,0.0004428348238785231,0.0016249045839306908,0.0018565458075126525,0.0010830484868975961,0.00080479798158146,0.0006719563768728857,0.0014115936804488887,0.001852684274212483,0.0003565969112135827,0.0010623198092879634
Bellingham,0.0013014653364571674,0.002133009345627024,0.0009168549142714408,0.0021677819145670754,0.000586937637892807,0.0018745043672508722,0.00133208152612817,0.0007480697262331332,0.0021178454122658193,0.00196524455245578,0.0007030080692914296,0.0015499588046886308,0.0018827626671748601,0.0019244347242074085,0.0021781211476478895,0.0013929418515802134,0.002067806522350438,0.001939580927390391,0.0017314401451120312,0.001781295005217453,0.0015141582939537635,0.0008872720141675262,0.000231388889905301,0.0012184749601810896,0.0011621193831126678,0.0015082163959759098,0.001815938440437323,0.0007158991378157408,0.0010714361220515185,0.0011194572444611628,0.0016841298003867555,0.0013233894820761608,0.0017017905061397574
Belmont_Harrow,0.002481930857528281,0.0006359977723910639,0.0026136739206076864,0.0005678555823182953,0.0025697458931030147,0.0014994474986681915,0.0023235874405158428,0.002479172161978835,0.0007786818976976125,0.001389733515835825,0.0027533912830589673,0.0021705229965755524,0.0015379936913608385,0.0015557510735660868,0.00019168247337911996,0.002287954263002794,0.0007699267053608123,0.0011950611014386538,0.0018927607329939527,0.001706208212382255,0.001814357905492834,0.002487113209292138,0.0027316984676335762,0.0021711584667663784,0.0025923705817410703,0.0022626273574680254,0.0014890120395936212,0.0025953305574024765,0.00225621336400947,0.002543894479100272,0.002034592224191246,0.002116833406790612,0.0017788010148851155
Belmont_Sutton,0.002402150759471542,0.0025406747147896968,0.001991256984976914,0.002220504912988997,0.0012819439816268386,0.002544949161743442,0.0024378602974187203,0.0006441380644276541,0.001844525135125409,0.002688644669238201,0.002073121558421176,0.0027348482225368355,0.0018349049132959142,0.002787534109108443,0.0021350832706191715,0.0022791413525575263,0.0017447818028778813,0.0014271067959563516,0.0026878889862362266,0.0019892888292435454,0.0006229909619884122,0.0014604064963685286,0.0017160139022065622,0.0006509400233208228,0.0024976220796237313,0.002595213066788418,0.0011328658432166365,0.0019057759697569047,0.00015280062091089472,0.0024918672002619212,0.0027893731444969044,0.0012476679288680786,0.002260943494484122
Belsize,0.0016242948034183393,0.0007183267761694926,0.0017458351921761713,0.0007357747211278388,0.0017654588580416886,0.00010284536235942192,0.0008195063766733211,0.0016943243261956255,0.001088640281693306,0.0010191782771073533,0.0016651990746348552,0.0008964899788184484,0.0007570324072106827,0.0006744523364837129,0.0010200046609253534,0.0016253126421813895,0.0012850201769521862,0.0013088378700929994,0.0004955489467363068,0.0006222775357809583,0.0014876184841659693,0.0012359133556931123,0.0015566511836076137,0.0014284819042658125,0.0014568618080666056,0.0014628775612278635,0.0013035541570148865,0.0012462653797522066,0.0016179158651694037,0.0011583144380705585,0.001155208337662896,0.001156149111430216,0.00044552705366179656
Belvedere,0.0004353613947464665,0.0026296364681172436,0.00028605273405330996,0.0029652172656986337,0.001105869423511697,0.0027193294348664054,0.0021966831831082053,0.0018541676484709576,0.002954252682764311,0.0019749322711153476,0.0007016403493122634,0.0019340612641272174,0.0030561360722561946,0.0022556433647118864,0.0027648173934964257,0.0005659227175803006,0.002691381085817274,0.00289398022950063,0.002396859445894155,0.0029607597102217775,0.002639139156776871,0.0023185249752440628,0.0013943997148225817,0.002611910427465105,0.0009103774931332658,0.0009191899986315089,0.0028717630194746743,0.0019163137898249724,0.00226964638562801,0.0016043558369817734,0.0015431666150361734,0.0027501983873099525,0.0027923396276825375
BenshamManor,0.001792532834759041,0.0021859884326506053,0.0014227646710420828,0.0020037447773536667,0.0008852880650469917,0.00196776717147063,0.00159710483578412,0.0003693445374047147,0.001851201412374594,0.0021982039120975764,0.00134284457204512,0.0019387926494058563,0.0015517286521153342,0.0021605370726674694,0.0020713983731682484,0.001796327727150954,0.0018264818095377591,0.0015992079664063229,0.0019497966730609919,0.0015642135209389917,0.001035198806571286,0.0007228329724081989,0.0008825131818485575,0.0006580942055470812,0.0017249936235823405,0.0019600909259355694,0.0013602373669291791,0.0010116307265344887,0.0005244984350148195,0.0016100157083198366,0.0021033051445283864,0.0009404637971462768,0.0016776951935875287
Berrylands,0.0025757074640160266,0.0021713134742731813,0.002316918069479455,0.001722164242973577,0.0017887559123850305,0.0022853286912153234,0.002447776537067317,0.0012442019570867956,0.0012543259426944185,0.002533489800081059,0.0024383882753572506,0.0026897925309061614,0.0013952788647711562,0.002618749794523443,0.0016638987336191876,0.0024393355221702427,0.0012457333867460646,0.0007792051709589842,0.0025382680783680566,0.0016558852937347626,4.116229451936112e-05,0.0016479936635282395,0.0021197648865481883,0.0007017437730541258,0.0027141900844633634,0.0026990609487154956,0.00048476119802758397,0.002130993847594647,0.0007316417342916267,0.002645336788467098,0.002761516555171036,0.0010914856431829803,0.0020313293395746493
BethnalGreenNorth,0.0010580660548419592,0.001260471142440535,0.0012074752205796535,0.0014787717708066258,0.0013577604070332057,0.0008759126690221189,0.00039169146611957355,0.0015141562591689352,0.001670779090616134,0.0010640596612098824,0.0009901437824176348,0.0002695814293988065,0.0013728522491642061,0.0007797346103929651,0.0016108163601688563,0.0011740135383037813,0.0017614757392567589,0.0017367710756919653,0.0005236731775385943,0.001211157920134461,0.0017699786643325282,0.0011102365050523514,0.0009503988112215234,0.0015872323022737983,0.0007063321280292588,0.0009025380059026773,0.0017507128312824257,0.0007601804029953866,0.0016430264567176976,0.00027145613686787944,0.0007224142165175072,0.0014318640297873214,0.0009303861616367898
